Time elapsed (s),Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,,Heat Balance (%)
3757868867,2.622033334,21.041,17.87,18.31,20.434,12.306,17.562,129.304,0.008,398.346,23.136,14.375,0,0,0,0,0,0,98.494,0.001,0,265.101,12.146,153.045,15.714,143.662,10.3,5.379,25.146,249.646,28.718,3.566,1054.643,34.832,21.372,23.626,-22.388,35.123,20.465,10.165,0,0,4.012,0.341,3.921,16.228,5.649,0.012,0.006,19.606,20.093,20.515,20.744,20.543,20.816,18.753,18.811,18.734,20.39,20.298,20.053,17.648,17.949,17.679,19.496,20.592,3428,1769,2.294214043
3757868869,2.653199999,21.029,17.876,18.309,20.441,12.304,17.562,113.318,0.007,398.306,23.166,14.377,0,0,0,0,0,0,98.5,0.001,0,265.131,12.162,152.988,15.708,143.79,10.327,5.346,25.166,249.525,28.7,3.528,1055.169,34.84,21.331,23.613,-22.395,35.121,20.49,10.163,0,0,4.012,0.325,3.93,16.243,5.635,0.012,0.006,19.609,20.093,20.532,20.715,20.54,20.802,18.745,18.808,18.727,20.389,20.287,20.056,17.647,17.955,17.686,19.505,20.581,3428,1769,2.06497104
3757868871,2.690000002,21.03,17.876,18.309,20.435,12.325,17.562,134.364,0.006,398.354,23.177,14.376,0,0,0,0,0,0,98.496,0.001,0,265.506,12.154,153.067,15.708,143.8,10.33,5.343,25.155,249.822,28.743,3.582,1054.927,34.837,21.363,23.626,-22.406,35.121,20.483,10.154,0,0,4.018,0.284,3.924,16.244,5.694,0.012,0.006,19.621,20.085,20.508,20.729,20.545,20.801,18.763,18.795,18.71,20.39,20.314,20.056,17.661,17.964,17.674,19.505,20.575,3428,1769,2.367161924
3757868873,2.720949999,21.043,17.873,18.309,20.453,12.31,17.563,156.759,0.008,398.338,23.152,14.376,0,0,0,0,0,0,98.496,0.001,0,265.588,12.151,153.028,15.681,143.917,10.355,5.291,25.142,249.995,28.769,3.621,1054.087,34.847,21.365,23.629,-22.375,35.13,20.484,10.129,0,0,4.018,0.337,3.923,16.232,5.639,0.012,0.006,19.627,20.078,20.502,20.725,20.542,20.798,18.753,18.787,18.704,20.382,20.327,20.052,17.666,17.967,17.639,19.507,20.582,3428,1769,2.392645762
3757868874,2.745416665,21.035,17.869,18.308,20.445,12.331,17.563,156.757,0.011,398.314,23.164,14.376,0,0,0,0,0,0,98.503,0.001,0,265.172,12.151,153.011,15.683,143.743,10.317,5.33,25.157,249.792,28.739,3.576,1053.503,34.83,21.349,23.629,-22.407,35.146,20.484,10.167,0,0,4.012,0.392,3.915,16.23,5.699,0.012,0.006,19.634,20.071,20.495,20.722,20.535,20.787,18.741,18.78,18.702,20.377,20.329,20.066,17.666,17.971,17.623,19.503,20.579,3428,1769,2.447331904
3757868877,2.783033331,21.034,17.854,18.31,20.421,12.33,17.561,145.403,0.008,398.314,23.149,14.377,0,0,0,0,0,0,98.501,0.001,0,265.139,12.173,153.012,15.659,143.908,10.353,5.271,25.176,249.784,28.738,3.556,1053.356,34.83,21.414,23.62,-22.41,35.147,20.474,10.121,0,0,4.01,0.39,3.918,16.205,5.72,0.012,0.006,19.634,20.057,20.507,20.758,20.548,20.805,18.732,18.766,18.705,20.389,20.322,20.073,17.663,17.968,17.61,19.508,20.581,3428,1769,2.320887992
3757868878,2.807633336,21.05,17.886,18.309,20.445,12.35,17.563,145.41,0.009,398.362,23.154,14.375,0,0,0,0,0,0,98.491,0.001,0,265.155,12.169,153.118,15.671,143.941,10.36,5.275,25.202,249.873,28.751,3.542,1053.618,34.863,21.411,23.594,-22.393,35.108,20.469,10.109,0,0,4.009,0.363,3.939,16.249,5.746,0.012,0.006,19.622,20.063,20.5,20.735,20.542,20.801,18.735,18.76,18.696,20.368,20.328,20.055,17.651,17.961,17.598,19.507,20.581,3428,1769,1.761449421
3757868880,2.84478333,21.039,17.872,18.309,20.428,12.344,17.562,140.963,0.01,398.298,23.146,14.375,0,0,0,0,0,0,98.495,0.001,0,265.556,12.164,153.098,15.651,143.807,10.331,5.285,25.168,249.702,28.726,3.551,1054.259,34.808,21.386,23.598,-22.397,35.071,20.489,10.158,0,0,4.016,0.363,3.921,16.232,5.749,0.012,0.006,19.627,20.083,20.498,20.745,20.554,20.804,18.744,18.772,18.711,20.376,20.34,20.065,17.653,17.97,17.588,19.51,20.582,3428,1769,2.393851581
3757868883,2.881466667,21.046,17.862,18.309,20.469,12.329,17.563,151.366,0.009,398.298,23.143,14.376,0,0,0,0,0,0,98.5,0.001,0,265.189,12.174,153.077,15.635,143.836,10.337,5.262,25.174,249.883,28.752,3.572,1054.795,34.85,21.379,23.619,-22.386,35.114,20.476,10.139,0,0,4.01,0.352,3.93,16.212,5.669,0.012,0.006,19.623,20.095,20.499,20.729,20.544,20.797,18.746,18.762,18.704,20.367,20.334,20.081,17.649,17.972,17.593,19.507,20.588,3428,1769,2.01511335
3757868885,2.9182,21.038,17.879,18.309,20.453,12.319,17.563,150.109,0.01,398.314,23.186,14.376,0,0,0,0,0,0,98.506,0.001,0,265.542,12.171,153.124,15.626,143.752,10.319,5.272,25.159,250.065,28.779,3.613,1054.735,34.834,21.386,23.616,-22.383,35.171,20.463,10.144,0,0,4.016,0.38,3.925,16.245,5.66,0.012,0.006,19.621,20.109,20.528,20.708,20.533,20.811,18.751,18.778,18.744,20.367,20.341,20.068,17.668,17.978,17.608,19.511,20.58,3428,1769,2.291902783
3757868887,2.949166663,21.034,17.881,18.309,20.46,12.342,17.562,146.233,0.01,398.314,23.158,14.378,0,0,0,0,0,0,98.503,0.001,0,265.425,12.158,153.113,15.609,143.917,10.354,5.219,25.158,249.91,28.756,3.592,1055.683,34.843,21.393,23.624,-22.394,35.134,20.469,10.115,0,0,4.013,0.375,3.929,16.249,5.71,0.012,0.006,19.629,20.101,20.505,20.703,20.523,20.815,18.734,18.776,18.735,20.358,20.311,20.04,17.655,17.964,17.597,19.518,20.594,3428,1769,2.115336187
3757868889,2.980299997,21.038,17.877,18.309,20.448,12.352,17.561,155.165,0.009,398.37,23.145,14.376,0,0,0,0,0,0,98.497,0.001,0,265.133,12.147,153.046,15.606,143.781,10.326,5.245,25.167,249.859,28.749,3.576,1056.012,34.824,21.351,23.62,-22.391,35.096,20.454,10.128,0,0,4.009,0.365,3.925,16.241,5.749,0.012,0.006,19.622,20.097,20.504,20.702,20.527,20.824,18.76,18.8,18.757,20.365,20.336,20.049,17.65,17.976,17.607,19.512,20.597,3428,1769,2.11746912
3757868890,3.010983332,21.042,17.874,18.309,20.435,12.358,17.561,116.3,0.011,398.314,23.167,14.376,0,0,0,0,0,0,98.502,0.001,0,265.157,12.157,152.99,15.61,143.868,10.344,5.231,25.17,249.93,28.759,3.583,1054.692,34.823,21.35,23.614,-22.417,35.112,20.459,10.115,0,0,4.009,0.386,3.922,16.234,5.776,0.012,0.006,19.639,20.081,20.492,20.721,20.527,20.81,18.736,18.826,18.768,20.373,20.329,20.04,17.641,17.981,17.608,19.531,20.567,3428,1769,2.193922582
3757868892,3.041133332,21.049,17.86,18.309,20.449,12.322,17.562,141.36,0.006,398.314,23.148,14.376,0,0,0,0,0,0,98.499,0.001,0,265.193,12.162,153.044,15.59,143.862,10.343,5.212,25.159,249.588,28.709,3.544,1054.682,34.811,21.326,23.618,-22.395,35.131,20.439,10.096,0,0,4.01,0.29,3.917,16.208,5.673,0.012,0.006,19.641,20.05,20.492,20.732,20.525,20.807,18.745,18.807,18.771,20.382,20.33,20.057,17.659,17.97,17.644,19.522,20.595,3428,1769,2.346411
3757868894,3.071466668,21.039,17.872,18.309,20.448,12.354,17.561,145.886,0.009,398.314,23.174,14.376,0,0,0,0,0,0,98.502,0.001,0,265.268,12.157,153.066,15.588,143.761,10.321,5.231,25.165,249.683,28.723,3.552,1054.337,34.832,21.375,23.628,-22.384,35.145,20.463,10.142,0,0,4.011,0.352,3.919,16.232,5.754,0.012,0.006,19.639,20.045,20.498,20.725,20.521,20.798,18.741,18.828,18.783,20.381,20.33,20.035,17.656,17.961,17.604,19.526,20.583,3428,1769,2.320302648
3757868896,3.102616668,21.04,17.884,18.308,20.456,12.341,17.563,138.729,0.009,398.33,23.157,14.376,0,0,0,0,0,0,98.5,0.001,0,265.202,12.153,153.04,15.575,143.834,10.337,5.203,25.162,249.764,28.735,3.567,1054.942,34.837,21.346,23.598,-22.39,35.111,20.461,10.124,0,0,4.009,0.365,3.934,16.251,5.714,0.012,0.006,19.638,20.058,20.505,20.735,20.516,20.816,18.753,18.841,18.802,20.381,20.32,20.033,17.644,17.978,17.609,19.523,20.579,3428,1769,1.888455244
3757868897,3.128250003,21.015,17.879,18.308,20.444,12.336,17.561,126.795,0.008,398.314,23.175,14.376,0,0,0,0,0,0,98.503,0.001,0,265.197,12.17,153.022,15.564,143.77,10.323,5.205,25.192,249.905,28.755,3.557,1055.441,34.802,21.355,23.615,-22.389,35.158,20.441,10.118,0,0,4.008,0.347,3.917,16.257,5.714,0.012,0.006,19.639,20.055,20.509,20.734,20.52,20.827,18.758,18.839,18.803,20.368,20.315,20.027,17.639,17.965,17.61,19.519,20.576,3428,1769,2.296529968
3757868899,3.1523,21.028,17.871,18.31,20.452,12.348,17.562,126.797,0.007,398.314,23.171,14.376,0,0,0,0,0,0,98.501,0.001,0,265.071,12.165,153.108,15.585,143.897,10.35,5.199,25.191,249.769,28.736,3.538,1054.81,34.833,21.312,23.634,-22.388,35.147,20.456,10.105,0,0,4.006,0.316,3.919,16.237,5.734,0.012,0.006,19.619,20.059,20.518,20.723,20.52,20.825,18.768,18.86,18.822,20.388,20.335,20.016,17.637,17.952,17.616,19.519,20.59,3428,1769,2.195583596
3757868901,3.183333333,21.056,17.868,18.31,20.458,12.338,17.562,164.136,0.007,398.322,23.19,14.376,0,0,0,0,0,0,98.502,0.001,0,265.168,12.167,153.079,15.593,143.912,10.353,5.204,25.198,249.848,28.747,3.542,1054.732,34.843,21.388,23.604,-22.393,35.147,20.471,10.117,0,0,4.008,0.316,3.933,16.217,5.704,0.012,0.006,19.641,20.066,20.516,20.707,20.501,20.804,18.753,18.852,18.803,20.364,20.322,20.028,17.654,17.956,17.636,19.528,20.597,3428,1769,1.888930865
3757868902,3.20728333,21.027,17.891,18.309,20.452,12.346,17.562,164.134,0.012,398.322,23.177,14.376,0,0,0,0,0,0,98.503,0.001,0,265.188,12.186,153.089,15.578,143.778,10.325,5.218,25.222,249.718,28.728,3.5,1054.931,34.824,21.382,23.598,-22.394,35.136,20.473,10.148,0,0,4.007,0.411,3.929,16.27,5.73,0.012,0.006,19.63,20.062,20.536,20.695,20.506,20.809,18.755,18.876,18.833,20.364,20.309,20.026,17.654,17.968,17.645,19.531,20.594,3428,1769,1.965725806
3757868905,3.247116669,21.041,17.877,18.309,20.456,12.358,17.562,126.708,0.007,398.338,23.17,14.375,0,0,0,0,0,0,98.502,0.001,0,265.218,12.166,153.184,15.576,143.873,10.345,5.196,25.216,249.759,28.734,3.513,1053.754,34.81,21.357,23.63,-22.374,35.113,20.477,10.131,0,0,4.008,0.409,3.909,16.24,5.756,0.012,0.006,19.637,20.082,20.547,20.707,20.498,20.792,18.776,18.895,18.852,20.357,20.315,20.025,17.669,17.963,17.652,19.519,20.586,3428,1769,2.500947329
3757868906,3.277083333,21.039,17.871,18.31,20.426,12.33,17.562,179.778,0.007,398.298,23.159,14.377,0,0,0,0,0,0,98.505,0.001,0,265.136,12.174,153.084,15.57,143.883,10.347,5.188,25.187,249.822,28.743,3.55,1054.573,34.827,21.362,23.615,-22.415,35.14,20.465,10.118,0,0,4.007,0.317,3.923,16.231,5.716,0.012,0.006,19.629,20.059,20.532,20.719,20.491,20.8,18.77,18.919,18.856,20.356,20.3,19.997,17.648,17.946,17.654,19.521,20.581,3428,1769,2.118537201
3757868908,3.307966669,21.056,17.875,18.308,20.466,12.321,17.563,146.504,0.014,398.354,23.179,14.376,0,0,0,0,0,0,98.493,0.001,0,265.106,12.171,153.128,15.537,143.893,10.35,5.152,25.183,249.794,28.739,3.55,1053.807,34.83,21.388,23.622,-22.392,35.121,20.468,10.118,0,0,4.006,0.45,3.919,16.228,5.653,0.012,0.006,19.657,20.063,20.55,20.746,20.517,20.781,18.794,18.928,18.875,20.382,20.305,20.024,17.685,17.974,17.681,19.514,20.572,3428,1769,2.195583596
3757868910,3.338466668,21.048,17.883,18.309,20.446,12.353,17.677,163.923,0.009,398.314,23.165,14.376,0,0,0,0,0,0,98.505,0.001,0,265.169,12.172,153.109,15.568,143.787,10.327,5.207,25.189,249.616,28.713,3.518,1055.559,34.817,21.288,23.619,-22.397,35.153,20.479,10.153,0,0,4.008,0.366,3.921,16.245,5.752,0.012,0.006,19.663,20.078,20.551,20.72,20.483,20.773,18.763,18.918,18.855,20.358,20.285,20.025,17.682,17.981,17.693,19.513,20.595,3428,1769,2.194475974
3757868912,3.375149997,21.027,17.9,18.309,20.427,12.343,17.678,130.123,0.012,398.33,23.159,14.376,0,0,0,0,0,0,98.501,0.001,0,265.197,12.16,153.115,15.576,143.784,10.326,5.215,25.195,249.725,28.729,3.528,1053.753,34.81,21.398,23.629,-22.402,35.153,20.492,10.166,0,0,4.008,0.411,3.909,16.285,5.748,0.012,0.006,19.642,20.062,20.53,20.756,20.507,20.798,18.796,18.929,18.864,20.37,20.309,20.017,17.668,17.966,17.676,19.511,20.592,3428,1769,2.500947329
3757868914,3.411683337,21.05,17.867,18.31,20.455,12.327,17.562,140.345,0.007,398.338,23.158,14.376,0,0,0,0,0,0,98.496,0.001,0,264.812,12.165,153.054,15.58,143.813,10.332,5.212,25.18,249.645,28.718,3.531,1054.682,34.804,21.367,23.608,-22.405,35.165,20.511,10.179,0,0,4.003,0.325,3.917,16.217,5.678,0.012,0.006,19.634,20.078,20.52,20.736,20.507,20.782,18.775,18.911,18.838,20.368,20.307,20.047,17.679,17.987,17.675,19.509,20.586,3428,1769,2.171717172
3757868916,3.441466665,21.04,17.89,18.308,20.449,12.346,17.562,137.646,0.009,398.338,23.172,14.377,0,0,0,0,0,0,98.5,0.001,0,265.14,12.159,153.081,15.574,143.778,10.325,5.214,25.189,249.74,28.732,3.536,1053.748,34.817,21.321,23.617,-22.404,35.162,20.512,10.187,0,0,4.008,0.351,3.915,16.261,5.732,0.012,0.006,19.628,20.091,20.509,20.727,20.498,20.781,18.768,18.906,18.828,20.351,20.287,20.052,17.692,17.98,17.68,19.501,20.589,3428,1769,2.347595608
3757868918,3.472916667,21.032,17.88,18.31,20.47,12.334,17.562,134.396,0.008,398.346,23.157,14.376,0,0,0,0,0,0,98.498,0.001,0,265.09,12.175,153.053,15.567,143.709,10.31,5.221,25.198,249.933,28.76,3.556,1054.243,34.818,21.373,23.595,-22.397,35.151,20.514,10.204,0,0,4.007,0.344,3.925,16.249,5.682,0.012,0.006,19.619,20.077,20.503,20.733,20.505,20.8,18.783,18.891,18.825,20.365,20.302,20.054,17.682,17.986,17.66,19.493,20.59,3428,1769,2.067574382
3757868920,3.497250001,21.047,17.88,18.309,20.43,12.331,17.562,134.386,0.008,398.322,23.175,14.376,0,0,0,0,0,0,98.505,0.001,0,265.385,12.159,153.129,15.595,143.711,10.31,5.249,25.204,249.998,28.769,3.558,1053.771,34.808,21.336,23.626,-22.402,35.155,20.507,10.197,0,0,4.012,0.336,3.909,16.241,5.714,0.012,0.006,19.615,20.084,20.507,20.743,20.518,20.808,18.786,18.907,18.836,20.372,20.316,20.058,17.704,17.988,17.673,19.493,20.577,3428,1769,2.600681732
3757868921,3.527866666,21.069,17.898,18.31,20.453,12.321,17.562,131.679,0.012,398.322,23.15,14.376,0,0,0,0,0,0,98.497,0.001,0,265.142,12.146,153.049,15.587,143.813,10.332,5.22,25.198,249.926,28.758,3.554,1055.334,34.805,21.375,23.596,-22.394,35.142,20.506,10.174,0,0,4.008,0.338,3.925,16.258,5.667,0.012,0.006,19.618,20.061,20.525,20.754,20.523,20.826,18.789,18.9,18.842,20.383,20.319,20.06,17.697,17.996,17.667,19.488,20.577,3428,1769,2.092524896
3757868924,3.564049999,21.058,17.879,18.31,20.461,12.329,17.561,140.795,0.008,398.322,23.155,14.376,0,0,0,0,0,0,98.502,0.001,0,265.124,12.167,152.987,15.562,143.724,10.313,5.214,25.194,249.926,28.759,3.558,1055.136,34.817,21.389,23.603,-22.391,35.142,20.504,10.191,0,0,4.007,0.33,3.925,16.233,5.678,0.012,0.006,19.591,20.055,20.531,20.744,20.501,20.789,18.777,18.883,18.81,20.388,20.323,20.052,17.687,17.991,17.664,19.484,20.574,3428,1769,2.067574382
3757868925,3.593366671,21.051,17.899,18.309,20.45,12.324,17.562,131.92,0.009,398.338,23.177,14.376,0,0,0,0,0,0,98.501,0.001,0,265.258,12.16,153.088,15.573,143.786,10.327,5.211,25.19,249.692,28.724,3.528,1055.011,34.819,21.409,23.594,-22.388,35.168,20.512,10.185,0,0,4.009,0.354,3.929,16.269,5.678,0.012,0.006,19.607,20.023,20.515,20.755,20.514,20.804,18.767,18.892,18.812,20.382,20.311,20.066,17.689,18.001,17.672,19.486,20.599,3428,1769,2.015621063
3757868927,3.629166667,21.055,17.887,18.309,20.452,12.32,17.561,134.025,0.008,398.314,23.173,14.375,0,0,0,0,0,0,98.502,0.001,0,265.171,12.171,153.058,15.56,143.699,10.308,5.217,25.188,249.934,28.76,3.565,1054.864,34.828,21.379,23.591,-22.395,35.119,20.522,10.214,0,0,4.008,0.331,3.933,16.248,5.666,0.012,0.006,19.603,20.031,20.505,20.737,20.524,20.788,18.758,18.851,18.803,20.393,20.314,20.039,17.696,18.009,17.656,19.492,20.576,3428,1769,1.888930865
3757868929,3.659200001,21.051,17.896,18.309,20.465,12.294,17.562,152.869,0.008,398.306,23.158,14.376,0,0,0,0,0,0,98.503,0.001,0,265.495,12.154,153.11,15.578,143.767,10.322,5.22,25.203,249.802,28.74,3.532,1054.907,34.817,21.348,23.605,-22.393,35.201,20.51,10.188,0,0,4.013,0.339,3.924,16.264,5.587,0.012,0.006,19.606,20.016,20.498,20.738,20.518,20.789,18.766,18.842,18.79,20.398,20.325,20.045,17.69,18.015,17.658,19.491,20.571,3428,1769,2.242660955
3757868931,3.689750004,21.07,17.882,18.309,20.435,12.34,17.562,114.336,0.01,398.338,23.18,14.375,0,0,0,0,0,0,98.502,0.001,0,265.12,12.177,153.028,15.594,143.728,10.314,5.245,25.181,249.877,28.751,3.565,1054.972,34.826,21.334,23.604,-22.397,35.141,20.486,10.172,0,0,4.008,0.382,3.928,16.231,5.731,0.012,0.006,19.592,19.994,20.51,20.746,20.552,20.774,18.764,18.853,18.769,20.423,20.337,20.033,17.687,18,17.637,19.484,20.595,3428,1769,2.016129032
3757868933,3.721566669,21.061,17.883,18.308,20.446,12.324,17.562,132.492,0.006,398.306,23.145,14.376,0,0,0,0,0,0,98.5,0.001,0,265.317,12.163,153.14,15.572,143.873,10.345,5.192,25.194,250.018,28.772,3.571,1055.038,34.82,21.401,23.599,-22.402,35.141,20.508,10.163,0,0,4.01,0.287,3.928,16.238,5.68,0.012,0.006,19.585,20.001,20.502,20.753,20.552,20.789,18.758,18.837,18.734,20.422,20.357,20.032,17.685,18.006,17.626,19.498,20.577,3428,1769,2.06601159
3757868935,3.75268333,21.07,17.878,18.308,20.452,12.309,17.563,131.669,0.008,398.338,23.167,14.376,0,0,0,0,0,0,98.498,0.001,0,265.09,12.164,153.07,15.563,143.905,10.352,5.175,25.19,249.883,28.752,3.556,1055.415,34.834,21.366,23.611,-22.385,35.165,20.495,10.143,0,0,4.006,0.333,3.93,16.225,5.637,0.012,0.006,19.566,19.986,20.475,20.763,20.553,20.817,18.745,18.814,18.709,20.444,20.358,20.035,17.675,17.979,17.6,19.483,20.583,3428,1769,1.915322581
3757868937,3.783899999,21.041,17.882,18.309,20.453,12.325,17.562,137.826,0.008,398.33,23.19,14.375,0,0,0,0,0,0,98.5,0.001,0,265.448,12.179,153.074,15.564,143.83,10.336,5.193,25.19,249.877,28.751,3.555,1055.019,34.841,21.337,23.598,-22.391,35.153,20.482,10.146,0,0,4.012,0.33,3.936,16.248,5.677,0.012,0.006,19.564,19.944,20.453,20.76,20.558,20.783,18.727,18.797,18.705,20.449,20.36,20.024,17.683,17.995,17.59,19.476,20.584,3428,1769,1.9124308
3757868939,3.815249999,21.069,17.885,18.31,20.455,12.313,17.562,135.022,0.008,398.29,23.154,14.376,0,0,0,0,0,0,98.506,0.001,0,265.607,12.171,153.147,15.555,143.744,10.317,5.202,25.212,249.825,28.744,3.525,1054.68,34.835,21.408,23.615,-22.398,35.182,20.492,10.175,0,0,4.014,0.346,3.926,16.238,5.644,0.012,0.006,19.566,19.969,20.456,20.753,20.553,20.8,18.723,18.789,18.707,20.448,20.353,20.038,17.683,17.98,17.574,19.492,20.587,3428,1769,2.216624685
3757868940,3.840116668,21.047,17.89,18.309,20.452,12.314,17.563,135.021,0.008,398.338,23.168,14.376,0,0,0,0,0,0,98.5,0.001,0,265.331,12.174,153.114,15.585,143.76,10.321,5.229,25.185,250.065,28.779,3.588,1055.67,34.805,21.393,23.615,-22.391,35.184,20.493,10.172,0,0,4.011,0.34,3.919,16.257,5.651,0.012,0.006,19.563,19.963,20.453,20.738,20.551,20.796,18.718,18.769,18.699,20.451,20.352,20.054,17.671,17.962,17.577,19.484,20.595,3428,1769,2.320302648
3757868942,3.876666665,21.069,17.88,18.309,20.447,12.31,17.562,140.68,0.009,398.33,23.168,14.376,0,0,0,0,0,0,98.499,0.001,0,265.679,12.179,153.122,15.569,143.849,10.34,5.194,25.179,249.946,28.761,3.576,1055.686,34.834,21.276,23.606,-22.391,35.202,20.511,10.171,0,0,4.016,0.339,3.933,16.229,5.646,0.012,0.006,19.555,19.971,20.459,20.753,20.544,20.787,18.72,18.75,18.682,20.438,20.35,20.051,17.663,17.954,17.59,19.489,20.589,3428,1769,2.088312995
3757868944,3.907699998,21.065,17.885,18.31,20.468,12.31,17.563,160.916,0.009,398.338,23.162,14.376,0,0,0,0,0,0,98.499,0.001,0,265.443,12.169,153.149,15.557,143.765,10.322,5.199,25.184,249.981,28.767,3.577,1054.906,34.834,21.359,23.606,-22.404,35.173,20.491,10.169,0,0,4.012,0.354,3.93,16.24,5.624,0.012,0.006,19.579,19.979,20.48,20.761,20.534,20.793,18.714,18.733,18.679,20.427,20.358,20.066,17.673,17.922,17.593,19.488,20.591,3428,1769,2.06497104
3757868946,3.932883334,21.038,17.887,18.309,20.463,12.302,17.56,160.914,0.011,398.33,23.136,14.375,0,0,0,0,0,0,98.503,0.001,0,265.588,12.158,153.101,15.573,143.852,10.341,5.197,25.164,249.768,28.735,3.566,1055.206,34.813,21.383,23.621,-22.39,35.219,20.499,10.158,0,0,4.015,0.405,3.918,16.257,5.609,0.012,0.006,19.588,19.991,20.466,20.757,20.554,20.8,18.712,18.768,18.691,20.429,20.368,20.062,17.675,17.925,17.596,19.494,20.587,3428,1769,2.445480903
3757868948,3.964916666,21.064,17.902,18.309,20.472,12.322,17.562,124.459,0.01,398.298,23.176,14.375,0,0,0,0,0,0,98.502,0.001,0,265.518,12.168,153.049,15.547,143.792,10.328,5.185,25.172,249.823,28.743,3.565,1055.148,34.858,21.375,23.609,-22.391,35.22,20.491,10.164,0,0,4.013,0.405,3.938,16.267,5.65,0.012,0.006,19.606,19.981,20.498,20.747,20.555,20.797,18.704,18.758,18.685,20.425,20.356,20.065,17.668,17.913,17.606,19.489,20.59,3428,1769,1.88655515
3757868949,3.994549998,21.065,17.894,18.31,20.456,12.312,17.561,145.623,0.007,398.298,23.185,14.375,0,0,0,0,0,0,98.508,0.001,0,265.66,12.185,153.096,15.558,143.859,10.342,5.181,25.17,249.747,28.732,3.556,1054.737,34.844,21.345,23.635,-22.382,35.175,20.496,10.154,0,0,4.015,0.313,3.922,16.255,5.641,0.012,0.006,19.6,19.992,20.491,20.761,20.543,20.798,18.691,18.732,18.673,20.423,20.332,20.072,17.65,17.898,17.605,19.497,20.593,3428,1769,2.343454706
