Time elapsed (s),Time elapsed (s),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3758405478,2.457150006,27.89,13.674,20.18,14.671,8.741,19.879,1631.769,0.861,395.831,24.978,14.285,9.92,0,0,0,0,0,5928.299,1.581,0,261.139,10.21,143.801,14.307,133.281,7.998,6.275,25.983,259.14,30.069,4.08,2.457,26.142,16.975,25.495,-3.704,0,12.436,4.439,1,0,3.931,3.167,0.001,1.158,2.899,0.004,0.005,14.973,12.271,12.532,13.324,12.747,12.579,14.082,12.979,14.562,13.093,12.271,12.461,12.447,11.105,11.112,12.872,15.53,0,0
3758405480,2.492750001,27.876,13.649,20.179,14.674,8.742,19.879,1662.261,0.832,395.818,24.975,14.286,9.889,0,0,0,0,0,5944.958,1.59,0,261.291,10.212,143.838,14.302,133.315,8.005,6.262,25.986,259.224,30.081,4.089,2.457,26.158,16.975,25.482,-3.704,0,12.425,4.42,1,0,3.933,3.1,0.001,1.091,2.898,0.004,0.005,14.989,12.273,12.528,13.326,12.739,12.559,14.084,12.954,14.588,13.081,12.265,12.463,12.456,11.1,11.097,12.866,15.532,0,0
3758405481,2.516983334,27.881,13.641,20.18,14.694,8.734,19.763,1662.332,0.867,395.84,24.997,14.287,9.749,0,0,0,0,0,5958.845,1.58,0,263.546,10.239,143.848,14.294,133.354,8.014,6.245,25.999,259.04,30.055,4.049,2.457,26.163,16.975,25.494,-3.704,0,12.441,4.427,1,0,3.966,3.158,0.001,1.055,2.852,0.004,0.005,14.997,12.269,12.518,13.323,12.743,12.574,14.089,12.974,14.608,13.083,12.258,12.46,12.453,11.094,11.098,12.871,15.544,0,0
3758405483,2.55291667,27.888,13.649,20.179,14.686,8.741,19.88,1632.658,0.839,395.873,24.983,14.284,9.699,0,0,0,0,0,5959.113,1.58,0,262.851,10.245,143.973,14.314,133.373,8.019,6.261,25.997,259.204,30.078,4.075,2.457,26.151,16.975,25.489,-3.704,0,12.467,4.448,1,0,3.956,3.159,0.001,1.077,2.882,0.004,0.005,15.002,12.269,12.518,13.327,12.727,12.566,14.082,12.959,14.613,13.077,12.258,12.447,12.466,11.095,11.088,12.888,15.544,0,0
3758405485,2.583033339,27.881,13.661,20.18,14.688,8.732,19.88,1654.02,0.832,395.808,24.963,14.284,9.577,0,0,0,0,0,5944.04,1.584,0,261.162,10.237,144.002,14.311,133.368,8.017,6.259,25.993,259.326,30.095,4.096,2.457,26.142,16.975,25.5,-3.704,0,12.462,4.445,1,0,3.93,3.116,0.001,1.126,2.857,0.004,0.005,15.038,12.271,12.521,13.328,12.743,12.571,14.067,12.971,14.628,13.077,12.27,12.467,12.465,11.098,11.106,12.891,15.548,0,0
3758405487,2.61091667,27.884,13.626,20.18,14.685,8.726,19.878,1645.549,0.857,395.808,24.977,14.285,9.496,0,0,0,0,0,5950.5,1.571,0,261.395,10.243,143.965,14.3,133.482,8.043,6.222,26.011,259.669,30.144,4.127,2.457,26.153,16.975,25.495,-3.704,0,12.479,4.436,1,0,3.933,3.136,0.001,0.999,2.843,0.004,0.005,15.056,12.29,12.541,13.323,12.737,12.564,14.076,12.973,14.649,13.073,12.255,12.468,12.48,11.117,11.122,12.902,15.542,0,0
3758405489,2.641250006,27.896,13.673,20.18,14.688,8.729,19.88,1640.466,0.847,395.819,24.988,14.285,9.385,0,0,0,0,0,5928.862,1.586,0,260.726,10.241,143.992,14.291,133.428,8.031,6.226,26.02,259.316,30.094,4.068,2.457,26.156,16.975,25.492,-3.704,0,12.46,4.429,1,0,3.922,3.151,0.001,1.146,2.846,0.004,0.005,15.025,12.278,12.527,13.325,12.746,12.575,14.092,12.982,14.666,13.087,12.271,12.463,12.459,11.089,11.095,12.901,15.531,0,0
3758405491,2.67348334,27.908,13.707,20.178,14.701,8.746,19.879,1656.131,0.841,395.832,24.991,14.285,9.142,0,0,0,0,0,5952.588,1.579,0,262.145,10.242,143.987,14.285,133.361,8.016,6.235,26.017,259.313,30.093,4.07,2.457,26.145,16.975,25.495,-3.704,0,12.476,4.46,1,0,3.944,3.155,0.001,1.247,2.877,0.004,0.005,15.024,12.283,12.554,13.333,12.752,12.583,14.105,12.995,14.672,13.098,12.274,12.465,12.451,11.107,11.092,12.908,15.545,0,0
3758405492,2.70165,27.915,13.676,20.18,14.68,8.73,19.88,1628.178,0.859,395.831,24.983,14.286,9.067,0,0,0,0,0,5942.327,1.584,0,262.759,10.235,143.991,14.297,133.314,8.005,6.257,26.024,259.416,30.108,4.078,2.457,26.146,16.975,25.499,-3.704,0,12.49,4.484,1,0,3.953,3.173,0.001,1.133,2.86,0.004,0.005,15.037,12.3,12.551,13.334,12.74,12.575,14.096,12.983,14.681,13.098,12.288,12.487,12.453,11.119,11.115,12.92,15.556,0,0
3758405494,2.736450005,27.896,13.698,20.18,14.689,8.747,19.88,1626.582,0.827,395.851,24.977,14.287,9.147,0,0,0,0,0,5950.37,1.568,0,261.566,10.219,143.957,14.264,133.356,8.015,6.215,26.012,259.225,30.081,4.063,2.457,26.149,16.975,25.493,-3.704,0,12.498,4.484,1,0,3.935,3.125,0.001,1.231,2.892,0.004,0.005,15.028,12.307,12.557,13.317,12.761,12.6,14.11,12.993,14.635,13.103,12.288,12.484,12.464,11.13,11.126,12.929,15.557,0,0
3758405496,2.766016674,27.914,13.693,20.18,14.687,8.749,19.88,1652.062,0.826,395.873,24.969,14.285,9.07,0,0,0,0,0,5922.993,1.573,0,264.628,10.249,143.882,14.304,133.203,7.98,6.289,26.018,259.517,30.123,4.099,2.457,26.146,16.975,25.494,-3.704,0,12.492,4.511,1,0,3.982,3.117,0.001,1.193,2.902,0.004,0.005,15.04,12.324,12.582,13.342,12.762,12.593,14.117,13.004,14.655,13.119,12.302,12.506,12.47,11.13,11.139,12.921,15.537,0,0
3758405498,2.7966,27.904,13.667,20.179,14.694,8.757,19.88,1651.883,0.855,395.83,24.968,14.286,9.134,0,0,0,0,0,5932.249,1.584,0,264.317,10.245,144.019,14.335,133.278,7.997,6.303,26.019,259.29,30.09,4.065,2.457,26.174,16.975,25.49,-3.704,0,12.488,4.49,1,0,3.978,3.142,0.001,1.115,2.913,0.004,0.005,15.033,12.311,12.582,13.347,12.755,12.587,14.096,12.988,14.633,13.106,12.29,12.505,12.48,11.134,11.148,12.921,15.547,0,0
3758405500,2.826666673,27.912,13.682,20.178,14.702,8.73,19.88,1628.125,0.855,395.848,24.954,14.285,9.258,0,0,0,0,0,5950.445,1.578,0,262.965,10.23,144.004,14.361,133.194,7.978,6.348,26.026,259.455,30.114,4.082,2.457,26.137,16.975,25.486,-3.704,0,12.491,4.513,1,0,3.958,3.169,0.001,1.155,2.833,0.004,0.005,15.037,12.312,12.569,13.353,12.769,12.609,14.114,13,14.634,13.121,12.306,12.507,12.457,11.129,11.153,12.92,15.559,0,0
3758405502,2.86321667,27.904,13.646,20.179,14.687,8.733,19.88,1631.412,0.827,395.83,24.982,14.286,9.206,0,0,0,0,0,5940.872,1.582,0,262.413,10.236,143.933,14.358,133.385,8.021,6.302,26.039,259.346,30.098,4.053,2.457,26.17,16.975,25.485,-3.704,0,12.491,4.47,1,0,3.949,3.096,0.001,1.041,2.858,0.004,0.005,15.046,12.339,12.579,13.358,12.788,12.616,14.126,13.034,14.628,13.126,12.332,12.523,12.497,11.154,11.171,12.925,15.549,0,0
3758405504,2.893550007,27.899,13.687,20.18,14.713,8.721,19.764,1634.425,0.831,395.856,24.975,14.285,9.253,0,0,0,0,0,5946.154,1.593,0,260.336,10.231,143.959,14.369,133.228,7.986,6.349,26.024,259.079,30.06,4.03,2.457,26.156,16.975,25.487,-3.704,0,12.486,4.499,1,0,3.919,3.138,0.001,1.191,2.797,0.004,0.005,15.066,12.341,12.59,13.37,12.791,12.624,14.138,13.021,14.625,13.138,12.327,12.528,12.483,11.158,11.169,12.914,15.569,0,0
3758405506,2.9296,27.886,13.649,20.18,14.67,8.722,19.879,1648.253,0.834,395.83,24.989,14.285,9.238,0,0,0,0,0,5965.644,1.565,0,263.56,10.246,143.938,14.386,133.267,7.995,6.357,26.021,259.513,30.122,4.094,2.457,26.152,16.975,25.487,-3.704,0,12.497,4.503,1,0,3.968,3.117,0.001,1.077,2.851,0.004,0.005,15.07,12.352,12.614,13.379,12.814,12.635,14.132,13.017,14.659,13.145,12.344,12.54,12.494,11.165,11.175,12.924,15.558,0,0
3758405508,2.959300001,27.91,13.717,20.18,14.721,8.738,19.764,1626.481,0.85,395.822,24.963,14.286,9.333,0,0,0,0,0,5918.258,1.58,0,263.189,10.24,144.006,14.346,133.183,7.976,6.336,26.022,259.356,30.1,4.071,2.457,26.163,16.975,25.478,-3.704,0,12.505,4.529,1,0,3.961,3.182,0.001,1.277,2.831,0.004,0.005,15.053,12.35,12.619,13.373,12.818,12.627,14.13,13.031,14.652,13.145,12.325,12.542,12.495,11.168,11.181,12.922,15.542,0,0
3758405510,2.98931667,27.915,13.681,20.18,14.696,8.73,19.879,1639.63,0.825,395.856,24.992,14.287,9.43,0,0,0,0,0,5942.775,1.573,0,260.937,10.228,143.98,14.333,133.244,7.99,6.309,26.005,259.478,30.117,4.106,2.457,26.141,16.975,25.502,-3.704,0,12.479,4.49,1,0,3.928,3.119,0.001,1.146,2.839,0.004,0.005,15.082,12.354,12.616,13.382,12.818,12.646,14.148,13.027,14.67,13.143,12.341,12.53,12.506,11.172,11.178,12.909,15.546,0,0
3758405511,3.019050002,27.907,13.69,20.18,14.692,8.743,19.879,1616.728,0.841,395.871,24.962,14.286,9.426,0,0,0,0,0,5930.935,1.579,0,261.629,10.23,143.92,14.353,133.236,7.988,6.331,26.02,259.294,30.091,4.065,2.457,26.163,16.975,25.496,-3.704,0,12.487,4.499,1,0,3.938,3.143,0.001,1.19,2.88,0.004,0.005,15.093,12.367,12.628,13.384,12.839,12.645,14.173,13.046,14.694,13.156,12.355,12.552,12.522,11.172,11.18,12.912,15.543,0,0
3758405513,3.04968334,27.921,13.664,20.18,14.695,8.729,19.88,1643.066,0.814,395.856,24.99,14.286,9.56,0,0,0,0,0,5941.975,1.574,0,262.027,10.223,143.931,14.306,133.178,7.975,6.297,26.02,259.26,30.086,4.06,2.457,26.165,16.975,25.492,-3.704,0,12.476,4.501,1,0,3.943,3.09,0.001,1.083,2.839,0.004,0.005,15.123,12.376,12.626,13.391,12.834,12.661,14.186,13.042,14.695,13.176,12.363,12.556,12.531,11.178,11.195,12.905,15.554,0,0
3758405515,3.077200007,27.897,13.675,20.179,14.711,8.725,19.878,1647.773,0.844,395.857,24.967,14.284,9.513,0,0,0,0,0,5933.837,1.582,0,263.039,10.242,143.9,14.316,133.247,7.99,6.291,26.022,259.187,30.076,4.047,2.457,26.148,16.975,25.509,-3.704,0,12.485,4.494,1,0,3.958,3.15,0.001,1.154,2.811,0.004,0.005,15.118,12.378,12.625,13.381,12.824,12.64,14.17,13.03,14.694,13.153,12.357,12.564,12.522,11.179,11.18,12.906,15.556,0,0
3758405517,3.108350007,27.918,13.691,20.18,14.7,8.749,19.879,1647.715,0.85,395.799,24.984,14.286,9.588,0,0,0,0,0,5946.678,1.573,0,264.105,10.238,143.987,14.3,133.148,7.967,6.299,26.029,259.331,30.096,4.061,2.457,26.19,16.975,25.5,-3.704,0,12.476,4.509,1,0,3.974,3.156,0.001,1.18,2.885,0.004,0.005,15.133,12.375,12.629,13.372,12.827,12.653,14.151,13.039,14.712,13.138,12.353,12.556,12.523,11.173,11.176,12.899,15.554,0,0
3758405518,3.137433338,27.884,13.712,20.179,14.711,8.733,19.88,1632.193,0.85,395.848,24.971,14.286,9.726,0,0,0,0,0,5932.314,1.58,0,261.692,10.229,143.969,14.277,133.143,7.967,6.276,26.017,259.6,30.134,4.111,2.457,26.125,16.975,25.513,-3.704,0,12.477,4.511,1,0,3.938,3.181,0,1.296,2.831,0.004,0.005,15.099,12.385,12.63,13.393,12.824,12.642,14.137,13.027,14.734,13.148,12.356,12.553,12.512,11.179,11.185,12.899,15.551,0,0
3758405520,3.169700003,27.901,13.71,20.18,14.709,8.738,19.88,1661.604,0.832,395.854,24.973,14.285,9.818,0,0,0,0,0,5943.689,1.567,0,260.841,10.22,143.928,14.264,133.3,8.002,6.227,26.013,259.503,30.12,4.101,2.457,26.175,16.975,25.509,-3.704,0,12.481,4.479,1,0,3.924,3.146,0.001,1.268,2.846,0.004,0.005,15.099,12.39,12.641,13.394,12.834,12.656,14.15,13.023,14.715,13.154,12.357,12.565,12.514,11.182,11.203,12.898,15.553,0,0
3758405522,3.205333336,27.891,13.661,20.181,14.694,8.732,19.879,1647.337,0.866,395.824,24.965,14.286,9.886,0,0,0,0,0,5921.259,1.572,0,261.574,10.215,143.886,14.27,133.112,7.96,6.276,25.992,259.292,30.09,4.092,2.457,26.145,16.975,25.493,-3.704,0,12.472,4.512,1,0,3.937,3.172,0.001,1.112,2.847,0.004,0.005,15.065,12.362,12.619,13.407,12.825,12.661,14.15,13.024,14.701,13.161,12.351,12.541,12.504,11.163,11.176,12.889,15.538,0,0
3758405524,3.23378334,27.874,13.671,20.18,14.701,8.753,19.879,1597.46,0.849,395.843,25.006,14.286,10.133,0,0,0,0,0,5929.485,1.576,0,263.416,10.222,143.864,14.259,133.202,7.98,6.245,26.022,259.484,30.118,4.089,2.457,26.174,16.975,25.509,-3.704,0,12.469,4.489,1,0,3.963,3.139,0.001,1.168,2.894,0.004,0.005,15.05,12.374,12.625,13.405,12.848,12.67,14.168,13.042,14.713,13.166,12.362,12.562,12.514,11.181,11.182,12.888,15.538,0,0
3758405526,3.259833336,27.901,13.683,20.18,14.728,8.733,19.88,1597.579,0.793,395.855,24.961,14.285,10.173,0,0,0,0,0,5937.282,1.574,0,262.604,10.232,143.896,14.231,133.236,7.988,6.209,26.018,259.535,30.125,4.101,2.457,26.172,16.975,25.517,-3.704,0,12.472,4.485,1,0,3.95,3.063,0.001,1.176,2.81,0.004,0.005,15.04,12.368,12.621,13.413,12.831,12.666,14.167,13.046,14.715,13.178,12.37,12.549,12.516,11.165,11.187,12.882,15.544,0,0
3758405528,3.291383338,27.888,13.666,20.18,14.69,8.761,19.764,1623.396,0.854,395.815,25.012,14.286,10.278,0,0,0,0,0,5937.733,1.589,0,261.372,10.226,143.94,14.228,133.136,7.965,6.228,26.021,259.318,30.094,4.067,2.457,26.186,16.975,25.523,-3.704,0,12.459,4.494,1,0,3.932,3.035,0.001,1.132,2.93,0.004,0.005,15.032,12.365,12.616,13.389,12.809,12.646,14.143,13.036,14.701,13.157,12.344,12.54,12.501,11.171,11.178,12.879,15.547,0,0
3758405529,3.321516673,27.877,13.646,20.18,14.687,8.744,19.879,1632.289,0.822,395.84,24.991,14.286,10.239,0,0,0,0,0,5958.77,1.584,0,261.057,10.226,143.915,14.212,133.197,7.979,6.199,26.025,259.281,30.089,4.058,2.457,26.172,16.975,25.508,-3.704,0,12.455,4.476,1,0,3.926,3.081,0.001,1.077,2.887,0.004,0.005,15.047,12.359,12.609,13.384,12.828,12.651,14.161,13.041,14.701,13.158,12.352,12.54,12.499,11.171,11.175,12.872,15.529,0,0
3758405531,3.350283337,27.875,13.669,20.18,14.689,8.716,19.77,1612.608,0.832,395.856,24.983,14.285,10.298,0,0,0,0,0,5950.056,1.564,0,262.565,10.224,143.913,14.152,133.208,7.981,6.136,26.022,259.416,30.108,4.079,2.457,26.191,16.975,25.513,-3.704,0,12.457,4.476,1,0,3.947,3.131,0.001,1.162,2.812,0.004,0.005,15.036,12.374,12.622,13.38,12.823,12.649,14.144,13.026,14.661,13.15,12.341,12.544,12.489,11.169,11.173,12.868,15.544,0,0
3758405533,3.375483338,27.878,13.648,20.18,14.717,8.742,19.764,1635.979,0.81,395.823,25.005,14.286,10.424,0,0,0,0,0,5917.462,1.572,0,259.662,10.216,143.906,14.116,133.166,7.972,6.11,26.045,259.113,30.065,4.014,2.457,26.188,16.975,25.511,-3.704,0,12.473,4.501,1,0,3.902,3.063,0.001,1.084,2.847,0.004,0.005,15.016,12.353,12.609,13.385,12.829,12.641,14.146,13.044,14.684,13.152,12.35,12.537,12.499,11.17,11.174,12.863,15.537,0,0
3758405534,3.403150002,27.863,13.659,20.18,14.691,8.746,19.88,1636.43,0.836,395.862,25.003,14.286,10.522,0,0,0,0,0,5929.435,1.58,0,260.736,10.206,143.867,14.108,133.02,7.939,6.135,26.044,259.121,30.066,4.016,2.457,26.158,16.975,25.502,-3.704,0,12.45,4.511,1,0,3.919,3.113,0.001,1.142,2.887,0.004,0.005,15.022,12.353,12.606,13.399,12.812,12.645,14.143,13.025,14.647,13.144,12.341,12.542,12.485,11.158,11.165,12.858,15.545,0,0
3758405536,3.435050003,27.878,13.632,20.181,14.701,8.733,19.879,1609.901,0.837,395.839,24.994,14.286,10.675,0,0,0,0,0,5942.577,1.581,0,260.499,10.193,143.82,14.079,132.978,7.929,6.115,26.048,259.13,30.068,4.013,2.457,26.185,16.975,25.508,-3.704,0,12.442,4.512,1,0,3.915,3.103,0.001,1.029,2.842,0.004,0.005,15.026,12.349,12.605,13.401,12.806,12.634,14.135,13.019,14.635,13.147,12.342,12.54,12.506,11.169,11.17,12.854,15.523,0,0
3758405538,3.459833336,27.866,13.703,20.18,14.701,8.729,19.878,1653.986,0.807,395.861,24.993,14.286,10.77,0,0,0,0,0,5945.583,1.566,0,262.536,10.21,143.759,14.072,132.857,7.902,6.135,26.039,259.05,30.056,4.011,2.457,26.187,16.975,25.512,-3.704,0,12.443,4.541,1,0,3.946,3.104,0.001,1.288,2.83,0.004,0.005,15.018,12.349,12.601,13.399,12.808,12.643,14.146,13.033,14.651,13.144,12.346,12.533,12.491,11.149,11.16,12.839,15.537,0,0
3758405539,3.48763334,27.867,13.685,20.179,14.719,8.738,19.88,1638.009,0.857,395.861,24.983,14.287,10.93,0,0,0,0,0,5919.065,1.578,0,261.076,10.193,143.839,14.086,132.97,7.928,6.125,26.017,259.109,30.065,4.041,2.457,26.141,16.975,25.526,-3.704,0,12.435,4.508,1,0,3.925,3.171,0.001,1.223,2.832,0.004,0.005,15.013,12.352,12.596,13.385,12.798,12.622,14.146,13.008,14.618,13.13,12.337,12.527,12.482,11.153,11.162,12.843,15.549,0,0
3758405542,3.523266673,27.852,13.664,20.179,14.693,8.736,19.88,1641.738,0.839,395.871,24.971,14.286,10.95,0,0,0,0,0,5940.79,1.555,0,263.443,10.198,143.76,14.072,132.917,7.916,6.122,26.053,259.264,30.087,4.028,2.457,26.156,16.975,25.512,-3.704,0,12.432,4.516,1,0,3.959,3.127,0.001,1.173,2.858,0.004,0.005,15.012,12.365,12.623,13.363,12.797,12.617,14.123,12.992,14.596,13.14,12.334,12.54,12.493,11.165,11.167,12.842,15.547,0,0
3758405544,3.559283336,27.875,13.649,20.18,14.679,8.731,19.879,1646.328,0.843,395.862,25.012,14.286,10.899,0,0,0,0,0,5901.433,1.573,0,261.201,10.195,143.783,14.084,132.776,7.884,6.165,26.038,259.423,30.109,4.065,2.457,26.161,16.975,25.522,-3.704,0,12.423,4.539,1,0,3.926,3.126,0.001,1.092,2.861,0.004,0.005,14.994,12.36,12.584,13.365,12.795,12.625,14.112,13.001,14.562,13.128,12.337,12.537,12.499,11.158,11.169,12.839,15.527,0,0
3758405546,3.589100003,27.848,13.646,20.18,14.706,8.743,19.815,1631.77,0.848,395.852,25.019,14.286,10.699,0,0,0,0,0,5931.876,1.561,0,260.894,10.183,143.769,14.066,132.965,7.927,6.105,26.059,259.166,30.073,4.008,2.457,26.188,16.975,25.508,-3.704,0,12.416,4.489,1,0,3.92,3.125,0.001,1.116,2.863,0.004,0.005,14.965,12.349,12.6,13.372,12.797,12.622,14.126,13.005,14.562,13.14,12.324,12.526,12.484,11.147,11.164,12.834,15.533,0,0
3758405547,3.616316668,27.826,13.642,20.18,14.698,8.73,19.879,1644.022,0.831,395.838,24.988,14.287,10.721,0,0,0,0,0,5912.131,1.556,0,258.552,10.19,143.714,14.072,133.021,7.939,6.099,26.034,259.1,30.063,4.023,2.457,26.177,16.975,25.509,-3.704,0,12.418,4.479,1,0,3.885,3.103,0.001,1.132,2.838,0.004,0.005,14.954,12.345,12.596,13.36,12.782,12.626,14.12,12.995,14.524,13.133,12.32,12.523,12.479,11.156,11.164,12.835,15.524,0,0
3758405549,3.646483334,27.847,13.691,20.179,14.668,8.762,19.88,1637.284,0.846,395.872,24.99,14.286,10.674,0,0,0,0,0,5903.21,1.591,0,259.56,10.184,143.747,14.066,133.131,7.964,6.067,26.032,259.24,30.083,4.045,2.457,26.167,16.975,25.524,-3.704,0,12.417,4.452,1,0,3.9,3.141,0.001,1.273,2.958,0.004,0.005,14.967,12.345,12.597,13.356,12.78,12.622,14.097,12.998,14.487,13.118,12.322,12.526,12.493,11.155,11.157,12.83,15.528,0,0
3758405551,3.676050003,27.842,13.668,20.18,14.7,8.761,19.764,1623.72,0.838,395.86,24.989,14.288,10.659,0,0,0,0,0,5960.64,1.565,0,258.98,10.177,143.716,14.069,132.848,7.9,6.135,26.039,259.081,30.061,4.015,2.457,26.16,16.975,25.492,-3.704,0,12.432,4.532,1,0,3.892,3.113,0.001,1.198,2.915,0.004,0.005,14.961,12.313,12.586,13.355,12.788,12.611,14.086,13.004,14.487,13.115,12.338,12.521,12.481,11.148,11.151,12.831,15.524,0,0
3758405553,3.711933335,27.859,13.663,20.18,14.687,8.755,19.878,1635.298,0.823,395.902,24.969,14.285,10.585,0,0,0,0,0,5917.631,1.575,0,260.828,10.156,143.686,14.147,132.802,7.89,6.223,26.017,259.427,30.11,4.087,2.457,26.17,16.975,25.503,-3.704,0,12.428,4.538,1,0,3.923,3.087,0.001,1.163,2.915,0.004,0.005,14.958,12.319,12.585,13.349,12.771,12.608,14.09,12.979,14.472,13.122,12.315,12.51,12.487,11.153,11.157,12.833,15.532,0,0
